-0.20450726,0.085155435
-0.21188806,-0.11278562
-0.23823217,0.09034863
-0.0847773,0.013721015
0.052341364,-0.123230845
-0.20233358,0.14900938
-0.14679858,0.06876595
-0.2148633,0.12462671
-0.23782878,0.06169719
0.57587796,-0.09450411
0.28108752,0.041778374
-0.30471522,0.05720772
-0.13655923,-0.058471758
-0.116972424,0.0054607154
-0.14259079,0.044890217
-0.081767134,-0.10562287
-0.18793969,0.21509577
-0.20841749,-0.10274357
0.6972154,0.71761894
-0.25832474,0.031385493
-0.20490845,-0.12024027
0.03540246,-0.26688063
-0.10811091,0.006489418
-0.0947484,-0.09283918
-0.096101224,0.036848128
-0.2153351,-0.08615301
-0.32546896,0.149642
0.06726779,-0.15786271
-0.16616161,-0.13152058
0.021112822,0.09713158
-0.18305348,0.38014948
-0.001980917,-0.11926258
-0.028396504,-0.04257271
-0.09007922,-0.07036937
-0.16513757,-0.032350283
-0.15102978,-0.21120125
0.24355054,-0.08422269
-0.14161696,-0.078080654
0.687579,-0.31753397
-0.31443027,0.048587166
-0.043068707,-0.23986462
-0.17871992,0.2345003
-0.4131544,0.23370893
-0.31573042,0.024232272
-0.13087974,-0.13180852
-0.15229529,0.086245015
-0.116263755,-0.10262797
-0.2703503,0.08259892
0.84636444,-0.12116285
-0.022457795,0.28303954
-0.2555658,0.24642645
-0.12274037,-0.060012463
-0.033266492,0.011796892
-0.115397096,-0.064050786
-0.06567698,-0.17149459
-0.16104971,0.0069480576
-0.06242088,0.16936705
-0.17782587,-0.07833802
0.26161918,0.1387101
-0.08332392,0.027396487
-0.06424426,0.0064137443
-0.19010152,-0.15613021
-0.32557923,0.024892367
-0.20343211,-0.042615797
-0.20429847,0.055183027
0.8362112,-0.0122087635
-0.17538725,0.15834402
-0.27387846,0.01901017
-0.15727092,-0.075306766
-0.23575,-0.07225495
0.13626406,0.12603974
-0.08492741,-0.06863548
-0.22300601,0.13827543
-0.10789736,-0.10813504
-0.17182444,-0.1480497
-0.20452444,0.07985298
0.18753938,0.05495029
-0.14256415,-0.10251016
-0.28964308,0.04351312
0.19708636,0.16081011
-0.25911328,-0.14295055
-0.22770058,0.28167918
-0.046146996,-0.14038149
-0.014550368,0.060739167
-0.22212353,0.07203806
-0.34260997,-0.048287634
-0.18072456,-0.060987566
-0.18629387,0.011848656
-0.042933647,0.08183032
-0.22039542,0.3203285
-0.18721558,0.12765303
-0.039870717,-0.16960686
-0.23604555,0.06652757
-0.09042267,-0.14792451
0.7659848,-0.20954221
-0.02718052,0.09170964
0.17110649,-0.24014048
-0.11010455,0.040360503
0.020623975,-0.23966454
0.25363588,0.12753624
-0.30021837,0.022303715
0.49530277,0.09219449
-0.07562808,-0.099859014
-0.17488122,-0.099723406
-0.29471728,0.11711822
0.9849977,-0.10537218
-0.13045307,-0.07303665
-0.17252035,-0.09028222
0.0075352774,0.11617849
0.2142738,0.073462784
-0.12561363,-0.11041877
-0.14865804,-0.056601897
-0.15215808,-0.062482655
-0.1929157,0.29092002
